id,skill_level,speed_std,acc_std,jerk_mean,lane_deviation_mean,follow_dist_mean,harsh_freq,lane_change_freq,critical_ttc_count,critical_thw_count
479,Expert,1.286,0.2,0.541,0.147,38.981,0.0,0.0,0,260
480,Expert,0.408,0.087,0.298,0.51,13.65,0.0,0.0,0,392
481,Expert,1.393,0.273,0.487,0.182,20.167,0.0,0.0,0,281
482,Expert,4.757,0.459,0.257,0.683,27.807,0.0,0.061,0,387
483,Expert,0.69,0.134,0.276,0.121,31.406,0.0,0.0,0,273
484,Novice,9.701,0.307,0.27,0.7,17.625,0.0,0.068,9,342
485,Expert,4.133,0.188,0.221,0.303,43.969,0.0,0.0,0,278
487,Expert,2.588,0.323,0.399,0.738,39.002,0.0,0.065,0,262
488,Expert,2.441,0.105,0.355,0.14,46.82,0.0,0.0,0,220
489,Expert,1.343,0.225,0.482,0.443,40.568,0.0,0.0,0,306
490,Expert,1.757,0.235,0.26,0.662,72.85,0.0,0.0,0,0
492,Expert,5.803,0.266,0.261,0.532,37.959,0.0,0.0,0,289
493,Expert,2.699,0.294,0.255,0.739,34.818,0.0,0.0,0,361
494,Expert,5.183,0.286,0.549,0.2,20.391,0.0,0.0,0,291
496,Expert,7.045,0.082,0.201,0.126,32.785,0.0,0.0,0,276
497,Expert,2.261,0.305,0.739,0.625,25.805,0.0,0.073,0,319
498,Expert,8.355,0.299,0.5,0.245,14.974,0.0,0.0,0,287
499,Expert,1.184,0.348,1.23,0.862,20.453,0.0,0.074,0,318
501,Expert,3.531,0.222,0.5,0.205,25.489,0.0,0.0,0,348
502,Expert,3.583,0.134,0.251,0.136,0.0,0.0,0.0,0,0
503,Expert,6.282,0.492,0.402,0.175,27.206,0.0,0.0,0,281
504,Expert,7.784,0.033,0.252,0.244,37.407,0.0,0.0,0,277
506,Expert,3.099,0.098,0.254,0.096,21.622,0.0,0.0,0,295
507,Expert,0.862,0.166,0.349,0.211,18.595,0.0,0.0,0,385
508,Expert,3.041,0.143,0.177,0.154,36.515,0.0,0.0,0,296
509,Expert,2.762,0.147,0.264,0.525,20.213,0.0,0.0,0,313
510,Expert,4.894,0.305,0.253,0.222,25.917,0.0,0.0,0,306
511,Expert,6.815,0.125,0.252,0.172,24.985,0.0,0.0,0,304
512,Expert,5.711,0.088,0.248,0.548,33.725,0.0,0.0,0,299
514,Expert,5.531,0.138,0.255,0.176,31.087,0.0,0.0,0,317
515,Expert,4.55,0.186,0.409,0.395,14.387,0.0,0.0,0,340
516,Expert,3.529,0.105,0.247,0.508,24.991,0.0,0.0,0,333
517,Expert,3.841,0.139,0.266,0.077,13.231,0.0,0.0,0,347
518,Expert,4.501,0.276,0.365,0.325,30.371,0.0,0.0,0,330
519,Expert,1.833,0.124,0.438,0.286,0.0,0.0,0.0,0,0
520,Expert,5.234,0.101,0.292,0.414,31.398,0.0,0.0,0,259
522,Expert,4.297,0.368,0.382,0.09,29.131,0.0,0.0,0,310
523,Expert,1.288,0.085,0.301,0.485,57.737,0.0,0.0,0,43
524,Expert,1.197,0.049,0.185,0.194,67.574,0.0,0.0,0,0
525,Expert,0.206,0.062,0.279,0.332,21.329,0.0,0.0,0,356
526,Expert,15.467,0.829,0.891,0.127,25.826,0.0,0.0,0,290
527,Expert,1.505,0.197,0.359,0.522,20.379,0.0,0.0,0,245
528,Expert,5.953,0.105,0.224,0.291,45.318,0.0,0.0,0,241
529,Expert,0.322,0.076,0.333,0.546,78.635,0.0,0.0,0,0
530,Expert,0.534,0.123,0.321,0.444,50.052,0.0,0.08,0,255
531,Expert,0.717,0.23,0.783,0.582,29.999,0.0,0.08,0,254
534,Expert,7.336,0.393,0.446,0.621,68.174,0.0,0.0,0,54
535,Expert,0.574,0.152,0.221,0.63,113.044,0.0,0.089,0,0
536,Expert,4.396,0.042,0.116,0.618,30.894,0.0,0.0,0,252
538,Expert,1.419,0.043,0.221,0.203,56.977,0.0,0.0,0,0
539,Expert,1.535,0.315,0.582,0.533,34.311,0.0,0.079,0,209
541,Expert,3.917,0.324,0.333,0.385,39.325,0.0,0.0,0,175
542,Expert,0.649,0.114,0.454,0.676,25.278,0.0,0.0,0,422
543,Expert,2.62,0.022,0.221,0.35,70.47,0.0,0.0,0,0
544,Expert,0.808,0.108,0.31,0.476,61.06,0.0,0.0,0,0
545,Expert,1.1,0.141,0.423,0.508,55.965,0.0,0.0,0,111
546,Expert,0.722,0.118,0.3,0.534,40.962,0.0,0.0,0,270
547,Expert,5.828,0.2,0.204,0.46,59.203,0.0,0.067,0,169
549,Expert,2.266,0.096,0.18,0.077,27.748,0.0,0.0,0,291
550,Expert,1.919,0.246,0.454,0.707,115.532,0.0,0.092,0,0
551,Expert,1.83,0.054,0.133,0.177,25.409,0.0,0.0,0,110
552,Expert,4.195,0.358,0.379,0.088,24.021,0.0,0.0,0,326
553,Expert,0.413,0.089,0.262,0.383,67.354,0.0,0.0,0,108
554,Expert,2.687,0.241,0.466,0.143,26.292,0.0,0.0,0,326
555,Expert,6.042,0.217,0.278,0.438,46.004,0.0,0.07,0,116
556,Expert,3.505,0.559,0.597,0.296,17.955,0.0,0.0,0,335
557,Expert,4.475,0.401,0.707,0.818,98.118,0.0,0.087,0,21
558,Expert,1.886,0.026,0.184,0.325,90.965,0.0,0.0,0,0
560,Expert,1.081,0.095,0.237,0.227,49.184,0.0,0.0,0,244
561,Expert,2.918,0.023,0.13,0.189,53.738,0.0,0.0,0,0
562,Expert,3.657,0.04,0.227,0.369,116.162,0.0,0.0,0,0
563,Expert,0.593,0.151,0.424,0.2,37.88,0.0,0.0,0,299
565,Expert,1.797,0.371,0.399,0.463,52.965,0.0,0.087,0,211
566,Expert,2.111,0.109,0.178,0.205,81.547,0.0,0.0,0,0
567,Expert,0.81,0.025,0.097,0.168,54.147,0.0,0.0,0,234
568,Expert,1.067,0.201,0.364,0.317,37.454,0.0,0.0,0,239
569,Expert,0.345,0.069,0.247,0.432,81.932,0.0,0.0,0,0
571,Expert,0.744,0.225,0.228,0.508,0.0,0.0,0.092,0,0
574,Expert,1.99,0.401,0.267,0.571,0.0,0.0,0.093,0,0
576,Expert,7.252,0.041,0.217,0.401,23.288,0.0,0.0,0,159
579,Expert,0.936,0.229,0.625,0.226,55.607,0.0,0.0,0,124
580,Expert,2.409,0.17,0.479,0.57,70.525,0.0,0.085,0,0
583,Expert,1.366,0.044,0.179,0.391,84.842,0.0,0.0,0,0
584,Expert,0.903,0.072,0.093,0.252,104.209,0.0,0.0,0,0
585,Expert,1.181,0.084,0.416,0.073,12.719,0.0,0.0,0,353
586,Expert,2.26,0.174,0.342,0.412,0.0,0.0,0.0,0,0
587,Expert,3.672,0.166,0.24,0.255,101.287,0.0,0.0,0,0
589,Expert,2.693,0.244,0.697,0.174,29.891,0.0,0.0,0,296
590,Expert,4.993,0.067,0.25,0.74,82.684,0.0,0.0,0,0
591,Expert,8.136,0.294,0.337,0.646,28.561,0.0,0.0,0,287
594,Expert,8.419,0.262,0.356,0.21,98.117,0.0,0.0,0,0
595,Expert,6.916,0.131,0.251,0.271,25.376,0.0,0.0,0,282
596,Expert,0.441,0.087,0.226,0.249,85.457,0.0,0.0,0,0
597,Expert,0.731,0.194,0.578,0.191,93.575,0.0,0.0,0,0
598,Expert,3.425,0.228,0.414,0.246,18.734,0.0,0.0,0,267
600,Expert,2.366,0.075,0.174,0.416,51.094,0.0,0.076,0,140
601,Expert,1.149,0.139,0.403,0.183,103.045,0.0,0.0,0,0
603,Expert,1.859,0.107,0.276,0.366,25.093,0.0,0.0,0,275
604,Expert,2.986,0.055,0.251,0.191,71.414,0.0,0.0,0,0
607,Expert,2.274,0.054,0.261,0.291,37.029,0.0,0.0,0,268
608,Expert,0.41,0.143,0.454,0.619,57.958,0.0,0.0,0,19
610,Expert,2.932,0.196,0.32,0.085,22.291,0.0,0.0,0,287
611,Expert,2.293,0.21,0.163,0.254,47.748,0.0,0.0,0,263
614,Expert,1.32,0.053,0.174,0.503,80.641,0.0,0.0,0,0
615,Expert,3.314,0.335,0.466,0.109,58.108,0.0,0.0,0,0
616,Expert,2.088,0.274,0.446,0.173,28.483,0.0,0.0,0,282
618,Expert,4.056,0.438,0.686,0.078,30.039,0.0,0.0,0,296
619,Expert,1.439,0.189,0.33,0.446,22.165,0.0,0.0,0,406
620,Expert,5.48,0.814,0.603,0.151,25.267,0.0,0.0,0,302
621,Expert,5.515,0.177,0.299,0.598,48.065,0.0,0.0,0,241
622,Expert,3.652,0.14,0.269,0.288,43.69,0.0,0.0,0,285
623,Expert,3.288,0.343,0.24,0.414,46.761,0.0,0.0,0,292
624,Expert,0.582,0.14,0.339,0.292,81.176,0.0,0.0,0,0
625,Expert,3.417,0.285,0.277,0.188,31.784,0.0,0.0,0,311
626,Expert,1.189,0.074,0.392,0.371,113.896,0.0,0.0,0,0
627,Expert,1.947,0.254,0.246,0.211,26.647,0.0,0.0,0,299
629,Expert,1.279,0.084,0.249,0.289,95.438,0.0,0.0,0,0
630,Expert,1.139,0.189,0.22,0.124,28.515,0.0,0.0,0,247
631,Expert,1.048,0.202,0.386,0.208,24.074,0.0,0.0,0,242
632,Expert,0.416,0.069,0.349,0.219,51.901,0.0,0.0,0,0
633,Expert,1.688,0.08,0.263,0.517,88.202,0.0,0.0,0,0
634,Expert,1.746,0.159,0.561,0.416,32.768,0.0,0.0,0,379
635,Expert,1.488,0.046,0.248,0.429,86.855,0.0,0.0,0,0
636,Expert,1.568,0.247,0.485,0.349,33.025,0.0,0.0,0,226
637,Expert,8.092,0.901,0.188,0.498,27.395,2.249,0.0,0,246
638,Expert,0.718,0.307,1.025,0.356,82.579,0.0,0.091,0,0
639,Expert,14.823,0.663,0.584,0.731,75.879,0.0,0.08,0,0
641,Expert,2.234,0.056,0.238,0.774,110.329,0.0,0.079,0,0
643,Expert,1.172,0.074,0.335,0.181,111.476,0.0,0.0,0,0
644,Expert,2.738,0.172,0.252,0.374,93.657,0.0,0.0,0,0
645,Expert,1.039,0.093,0.307,0.446,53.387,0.0,0.0,0,247
646,Expert,4.864,0.145,0.174,0.506,29.412,0.0,0.08,0,76
647,Expert,5.854,0.203,0.255,0.191,58.208,0.0,0.0,0,12
648,Expert,0.594,0.147,0.302,0.302,65.195,0.0,0.0,0,0
650,Expert,1.819,0.225,0.49,0.369,71.123,0.0,0.0,0,0
651,Expert,1.791,0.081,0.51,0.28,106.4,0.0,0.0,0,33
652,Expert,3.683,0.332,0.575,0.54,43.102,0.0,0.081,0,198
653,Expert,3.58,0.192,0.257,0.363,86.209,0.0,0.0,0,0
654,Expert,2.537,0.094,0.245,0.439,88.996,0.0,0.082,0,0
656,Expert,1.929,0.267,0.506,0.45,56.141,0.0,0.0,0,82
657,Expert,1.559,0.165,0.3,0.205,47.927,0.0,0.0,0,268
659,Expert,1.828,0.159,0.284,0.324,61.422,0.0,0.0,0,0
661,Expert,2.922,0.135,0.251,0.247,78.92,0.0,0.0,0,0
663,Expert,2.86,0.419,0.266,0.249,60.745,0.0,0.0,0,0
664,Expert,0.377,0.059,0.264,0.295,63.05,0.0,0.0,0,57
665,Expert,3.411,0.267,0.698,0.517,95.907,0.0,0.086,0,0
667,Expert,2.843,0.114,0.297,0.809,101.492,0.0,0.081,0,30
669,Expert,2.064,0.283,0.25,0.317,31.462,0.0,0.0,0,195
672,Expert,1.765,0.119,0.353,0.119,42.668,0.0,0.0,0,231
675,Expert,1.344,0.053,0.277,0.295,73.316,0.0,0.0,0,0
676,Expert,2.293,0.06,0.241,0.384,49.096,0.0,0.0,0,211
677,Expert,3.335,0.094,0.347,0.42,28.884,0.0,0.085,0,254
678,Expert,0.604,0.092,0.315,0.149,0.0,0.0,0.0,0,0
679,Expert,3.56,0.15,0.253,0.262,59.411,0.0,0.0,0,39
680,Expert,1.053,0.168,0.372,0.446,55.766,0.0,0.0,0,125
681,Expert,2.967,0.233,0.367,0.046,65.812,0.0,0.0,0,108
682,Expert,2.283,0.102,0.265,0.359,34.43,0.0,0.0,0,232
683,Expert,0.513,0.096,0.31,0.37,52.782,0.0,0.0,0,243
684,Expert,0.39,0.062,0.339,0.278,69.179,0.0,0.0,0,0
686,Expert,2.287,0.103,0.247,0.201,60.75,0.0,0.0,0,0
687,Expert,4.182,0.154,0.254,0.248,29.194,0.0,0.0,0,277
689,Expert,4.89,0.512,0.739,0.128,21.878,0.0,0.0,0,291
690,Expert,3.525,0.057,0.209,0.147,99.941,0.0,0.0,0,0
691,Expert,3.717,0.457,0.272,0.173,33.315,0.0,0.0,0,288
692,Expert,0.82,0.038,0.22,0.56,92.358,0.0,0.0,0,0
693,Expert,3.387,0.149,0.273,0.279,33.478,0.0,0.0,0,228
695,Expert,3.296,0.445,0.254,0.065,27.269,0.0,0.0,0,308
696,Expert,4.599,0.412,0.285,0.62,23.862,0.0,0.0,0,309
697,Expert,3.868,0.108,0.506,0.413,35.953,0.0,0.0,0,299
698,Expert,3.149,0.15,0.272,0.234,65.078,0.0,0.0,0,0
699,Expert,3.258,0.287,0.649,0.446,20.449,0.0,0.0,0,313
700,Expert,1.789,0.294,0.359,0.189,31.74,0.0,0.0,0,298
701,Expert,1.816,0.253,0.77,0.66,25.837,0.0,0.07,0,346
702,Expert,2.446,0.335,0.505,0.116,22.572,0.0,0.0,0,309
703,Expert,2.081,0.183,0.328,0.161,28.865,0.0,0.0,0,316
704,Expert,2.803,0.284,0.515,0.185,23.34,0.0,0.0,0,313
705,Expert,3.904,0.201,0.275,0.244,27.0,0.0,0.0,0,305
706,Expert,1.485,0.188,0.567,0.486,40.274,0.0,0.0,0,287
707,Expert,0.403,0.111,0.208,0.479,94.546,0.0,0.0,0,0
708,Expert,1.877,0.241,0.283,0.225,50.706,0.0,0.0,0,270
709,Expert,1.656,0.274,0.507,0.247,60.954,0.0,0.0,0,0
710,Expert,1.889,0.136,0.322,0.435,31.893,0.0,0.0,0,291
711,Expert,1.161,0.236,0.317,0.239,23.282,0.0,0.0,0,293
712,Expert,0.659,0.088,0.281,0.566,25.932,0.0,0.0,0,295
713,Expert,1.172,0.21,0.335,0.913,24.698,0.0,0.0,0,302
714,Expert,2.837,0.301,0.513,0.124,75.424,0.0,0.0,0,0
715,Expert,6.313,0.355,0.411,0.15,49.206,0.0,0.0,0,235
716,Expert,5.004,0.26,0.394,0.458,50.526,0.0,0.0,0,254
717,Expert,4.219,0.285,0.312,0.177,16.207,0.0,0.0,0,287
718,Expert,5.267,0.181,0.265,0.852,69.346,0.0,0.082,0,96
719,Expert,2.068,0.297,0.446,0.355,28.303,0.0,0.0,0,287
720,Expert,3.917,0.305,0.338,0.607,32.44,0.0,0.0,0,282
721,Expert,1.515,0.147,0.253,0.19,69.594,0.0,0.0,0,0
723,Expert,2.055,0.253,0.37,0.297,83.361,0.0,0.0,0,0
724,Expert,0.834,0.031,0.236,0.205,62.107,0.0,0.0,0,21
725,Expert,1.18,0.058,0.308,0.151,96.6,0.0,0.0,0,63
726,Expert,6.829,0.305,0.725,0.509,118.585,0.0,0.098,0,0
728,Expert,1.483,0.172,0.319,0.403,0.0,0.0,0.081,0,0
729,Expert,0.642,0.121,0.172,0.167,83.073,0.0,0.0,0,26
730,Expert,1.471,0.398,0.423,0.397,17.663,0.0,0.083,0,185
731,Expert,1.214,0.287,1.033,0.547,61.519,0.0,0.099,0,88
732,Expert,3.596,0.161,0.254,0.72,23.184,0.0,0.08,14,159
733,Expert,4.377,0.368,0.591,0.504,60.601,0.0,0.0,0,0
735,Expert,5.287,0.379,0.417,0.157,49.358,0.0,0.0,0,166
736,Expert,4.435,0.15,0.348,0.206,27.023,0.0,0.0,0,257
737,Expert,5.138,0.528,0.383,0.418,19.311,0.0,0.0,0,256
739,Expert,1.677,0.362,0.344,0.404,70.122,0.0,0.067,0,0
740,Expert,3.012,0.178,0.326,0.159,94.432,0.0,0.0,0,0
741,Expert,3.371,0.099,0.254,0.453,44.987,0.0,0.081,0,252
742,Expert,6.52,0.23,0.251,0.279,102.58,0.0,0.0,0,0
743,Expert,0.736,0.091,0.341,0.13,43.1,0.0,0.0,0,113
745,Expert,2.858,0.239,0.41,0.449,71.965,0.0,0.081,0,0
747,Expert,3.633,0.248,0.249,0.32,87.893,0.0,0.0,0,0
748,Expert,3.368,0.061,0.175,0.45,68.389,0.0,0.0,0,0
749,Expert,1.785,0.085,0.272,0.099,34.928,0.0,0.0,0,97
750,Expert,1.676,0.087,0.232,0.304,40.172,0.0,0.0,0,260
752,Expert,0.767,0.131,0.39,0.21,37.47,0.0,0.0,0,285
753,Expert,1.831,0.282,0.304,0.187,30.16,0.0,0.0,0,273
754,Expert,1.541,0.187,0.17,0.247,22.943,0.0,0.0,0,269
755,Expert,1.65,0.058,0.233,0.619,29.745,0.0,0.0,0,291
756,Expert,3.85,0.121,0.24,0.309,32.814,0.0,0.0,0,283
758,Expert,2.673,0.212,0.46,0.342,50.415,0.0,0.0,0,246
759,Expert,4.563,0.205,0.335,0.148,26.747,0.0,0.0,0,287
760,Expert,6.243,0.063,0.254,0.189,56.815,0.0,0.0,0,48
762,Expert,4.302,0.075,0.26,0.375,18.246,0.0,0.0,0,273
763,Expert,5.991,0.124,0.251,0.498,45.719,0.0,0.0,0,264
765,Expert,9.597,0.338,0.281,0.293,59.334,0.0,0.0,0,18
767,Expert,1.073,0.04,0.217,0.137,79.317,0.0,0.0,0,0
769,Expert,2.757,0.069,0.253,0.507,70.612,0.0,0.0,0,0
770,Expert,1.102,0.056,0.374,0.317,62.126,0.0,0.0,0,0
772,Expert,0.622,0.089,0.285,0.227,33.513,0.0,0.0,0,287
773,Expert,1.009,0.151,0.505,0.267,20.807,0.0,0.0,0,408
774,Expert,0.865,0.063,0.266,0.673,65.748,0.0,0.072,0,0
775,Expert,0.895,0.145,0.3,0.082,24.343,0.0,0.0,0,293
776,Expert,3.088,0.205,0.235,0.279,49.668,0.0,0.0,0,215
777,Expert,2.953,0.21,0.267,0.223,56.682,0.0,0.0,0,0
778,Expert,2.895,0.058,0.265,0.515,116.275,0.0,0.076,0,14
779,Expert,2.321,0.208,0.278,0.365,54.006,0.0,0.0,0,231
780,Expert,2.776,0.218,0.516,0.152,62.094,0.0,0.0,0,153
781,Expert,3.205,0.41,0.388,0.344,37.469,0.0,0.0,0,266
783,Expert,5.202,0.246,0.387,0.562,43.764,0.0,0.081,0,176
784,Expert,3.087,0.377,0.303,0.077,29.008,0.0,0.0,0,246
785,Expert,2.81,0.246,0.344,0.143,26.016,0.0,0.0,0,268
786,Expert,3.7,0.121,0.251,0.149,28.075,0.0,0.0,0,271
787,Expert,2.48,0.242,0.196,0.573,69.755,0.0,0.0,0,0
788,Expert,2.334,0.21,0.373,0.47,8.083,0.0,0.0,0,46
790,Expert,1.302,0.117,0.317,0.381,96.081,0.0,0.0,0,0
791,Expert,1.077,0.096,0.327,0.525,44.148,0.0,0.0,0,252
792,Expert,5.411,0.12,0.251,0.105,22.026,0.0,0.0,0,180
793,Expert,3.928,0.269,0.41,0.093,37.271,0.0,0.0,0,224
794,Expert,4.068,0.154,0.251,0.147,46.576,0.0,0.0,0,269
795,Expert,2.95,0.115,0.191,0.322,43.212,0.0,0.0,0,242
797,Expert,1.194,0.025,0.192,0.136,98.944,0.0,0.0,0,0
798,Expert,0.372,0.092,0.414,0.15,107.352,0.0,0.0,0,0
799,Expert,1.246,0.201,0.341,0.48,82.834,0.0,0.0,0,0
800,Expert,1.887,0.095,0.238,0.496,48.241,0.0,0.0,0,240
802,Expert,0.617,0.074,0.276,0.2,103.513,0.0,0.0,0,78
803,Expert,1.752,0.111,0.508,0.583,0.0,0.0,0.087,0,0
804,Expert,2.577,0.238,0.251,0.229,43.095,0.0,0.0,0,253
805,Expert,1.333,0.08,0.25,0.256,52.366,0.0,0.0,0,183
807,Expert,2.426,0.155,0.269,0.28,65.566,0.0,0.0,0,0
808,Expert,0.818,0.038,0.23,0.217,69.619,0.0,0.0,0,0
809,Expert,1.061,0.149,0.391,0.22,79.646,0.0,0.0,0,0
810,Expert,0.628,0.202,0.327,0.241,22.942,0.0,0.0,0,266
811,Expert,0.601,0.13,0.344,0.26,31.189,0.0,0.0,0,256
812,Expert,2.701,0.24,0.302,0.487,77.181,0.0,0.0,0,0
814,Expert,4.994,0.528,0.959,0.607,27.576,0.0,0.076,0,182
816,Expert,3.53,0.606,0.261,0.18,32.94,0.0,0.0,0,153
817,Expert,1.161,0.201,0.264,0.355,61.53,0.0,0.0,0,102
818,Expert,1.157,0.076,0.306,0.358,82.03,0.0,0.0,0,0
819,Expert,3.729,0.247,0.308,0.401,30.023,0.0,0.0,0,250
821,Expert,2.86,0.108,0.253,0.252,100.127,0.0,0.0,0,0
822,Expert,2.0,0.146,0.615,0.568,37.561,0.0,0.077,0,232
823,Expert,7.57,0.398,0.562,0.243,48.513,0.0,0.0,0,221
824,Expert,1.234,0.048,0.251,0.518,81.781,0.0,0.073,0,0
825,Expert,9.185,0.33,0.255,0.255,29.351,0.0,0.0,0,232
826,Expert,2.051,0.136,0.31,0.187,100.346,0.0,0.0,0,0
827,Expert,1.762,0.257,0.598,0.669,73.129,0.0,0.075,0,172
829,Expert,14.266,0.251,0.452,0.105,6.671,0.0,0.0,5,100
830,Expert,1.573,0.137,0.283,0.467,39.283,0.0,0.0,0,299
831,Expert,5.976,0.059,0.268,0.337,52.081,0.0,0.0,0,103
833,Expert,6.901,0.154,0.269,0.248,31.4,0.0,0.0,0,276
834,Expert,4.179,0.099,0.243,0.208,25.17,0.0,0.0,0,282
835,Expert,4.558,0.151,0.248,0.705,83.464,0.0,0.077,0,0
837,Expert,3.661,0.098,0.242,0.581,17.93,0.0,0.0,0,78
841,Expert,1.265,0.056,0.243,0.12,88.103,0.0,0.0,0,0
842,Expert,0.396,0.075,0.536,0.296,111.392,0.0,0.0,0,0
843,Expert,0.397,0.181,0.352,0.46,34.72,0.0,0.086,0,259
844,Expert,0.249,0.085,0.307,0.193,33.546,0.0,0.0,0,220
847,Expert,3.766,0.291,0.129,0.353,50.695,0.0,0.0,0,214
848,Expert,1.775,0.075,0.247,0.152,42.606,0.0,0.0,0,213
849,Expert,0.989,0.06,0.284,0.176,62.373,0.0,0.0,0,0
850,Expert,1.333,0.127,0.114,0.417,69.191,0.0,0.0,0,0
851,Expert,0.753,0.277,1.093,0.393,86.369,0.0,0.08,0,0
853,Expert,1.68,0.311,0.404,0.229,30.191,0.0,0.0,0,257
854,Expert,2.192,0.224,0.279,0.161,75.932,0.0,0.0,0,0
858,Expert,1.078,0.122,0.277,0.772,65.446,0.0,0.092,0,52
859,Expert,3.185,0.127,0.227,0.36,37.48,0.0,0.0,0,199
860,Expert,2.688,0.269,0.722,0.828,62.728,0.0,0.168,0,45
861,Expert,2.414,0.393,0.255,0.166,18.218,0.0,0.0,0,174
862,Expert,2.103,0.302,0.254,0.252,47.857,0.0,0.0,0,227
863,Expert,2.432,0.106,0.256,0.719,67.672,0.0,0.084,0,117
864,Expert,3.924,0.287,0.141,0.38,28.783,0.0,0.0,0,231
865,Expert,3.593,0.298,0.174,0.691,109.311,0.0,0.088,0,0
867,Expert,2.558,0.25,0.253,0.093,83.088,0.0,0.0,0,0
868,Expert,4.408,0.054,0.252,0.051,62.406,0.0,0.0,0,28
869,Expert,6.132,0.25,0.252,0.084,31.287,0.0,0.0,0,245
871,Expert,3.951,0.143,0.259,0.158,27.211,0.0,0.0,0,248
873,Expert,5.938,0.348,0.595,0.337,20.303,0.0,0.06,0,364
875,Expert,2.173,0.232,0.56,0.335,67.154,0.0,0.0,0,0
876,Expert,0.193,0.086,0.361,0.103,88.506,0.0,0.0,0,0
877,Expert,1.174,0.157,0.397,0.116,17.387,0.0,0.0,0,321
878,Expert,1.081,0.129,0.485,0.546,35.531,0.0,0.0,0,375
880,Expert,2.403,0.19,0.348,0.193,66.613,0.0,0.0,0,67
881,Expert,1.487,0.122,0.267,0.281,46.826,0.0,0.0,0,283
882,Expert,1.675,0.225,0.65,0.541,47.577,0.0,0.0,0,286
884,Expert,0.918,0.082,0.25,0.444,77.217,0.0,0.0,0,0
885,Expert,1.038,0.215,0.642,0.163,51.935,0.0,0.0,0,0
886,Expert,0.68,0.02,0.161,0.263,119.16,0.0,0.0,0,0
887,Expert,0.681,0.032,0.254,0.236,33.677,0.0,0.0,0,296
888,Expert,0.899,0.195,0.313,0.334,23.913,0.0,0.0,0,272
889,Expert,2.032,0.31,0.418,0.153,17.133,0.0,0.0,0,315
890,Expert,1.613,0.151,0.299,0.228,52.916,0.0,0.0,0,104
891,Expert,1.716,0.272,0.417,0.237,29.98,0.0,0.0,0,265
892,Expert,3.214,0.443,0.325,0.179,21.52,0.0,0.0,0,309
894,Expert,0.966,0.059,0.177,0.129,51.066,0.0,0.0,0,246
895,Expert,3.234,0.175,0.261,0.247,29.806,0.0,0.0,0,271
896,Expert,1.922,0.276,0.458,0.486,67.208,0.0,0.0,0,0
897,Expert,0.799,0.084,0.438,0.243,76.761,0.0,0.0,0,0
898,Expert,1.09,0.041,0.171,0.601,73.382,0.0,0.0,0,0
900,Expert,0.691,0.033,0.226,0.496,91.147,0.0,0.0,0,0
902,Expert,1.567,0.195,0.679,0.298,39.548,0.0,0.0,0,281
903,Expert,0.309,0.081,0.279,0.573,55.919,0.0,0.0,0,0
904,Expert,1.132,0.091,0.402,0.305,8.595,0.0,0.0,0,315
905,Expert,2.379,0.158,0.293,0.382,33.477,0.0,0.0,0,293
907,Expert,1.251,0.119,0.483,0.949,39.032,0.0,0.0,0,279
908,Expert,0.698,0.043,0.325,0.387,60.574,0.0,0.0,0,0
909,Expert,0.324,0.103,0.416,0.158,30.997,0.0,0.0,0,368
910,Expert,2.756,0.268,0.338,0.55,49.192,0.0,0.0,0,0
911,Expert,1.348,0.276,0.383,0.105,48.044,0.0,0.0,0,265
912,Expert,2.346,0.202,0.333,0.219,28.134,0.0,0.0,0,397
913,Expert,1.036,0.035,0.225,0.514,10.952,0.0,0.084,0,0
914,Expert,1.712,0.06,0.341,0.149,50.682,0.0,0.0,0,0
915,Expert,0.264,0.075,0.241,0.278,81.215,0.0,0.0,0,0
917,Expert,12.617,0.762,0.83,0.198,28.096,1.661,0.0,0,256
918,Expert,0.372,0.065,0.408,0.291,86.278,0.0,0.0,0,0
920,Expert,1.157,0.166,0.27,0.681,69.996,0.0,0.069,0,196
921,Expert,5.365,0.213,0.264,0.076,11.52,0.0,0.0,0,94
922,Expert,1.51,0.2,0.481,0.163,39.552,0.0,0.0,0,260
924,Expert,3.097,0.346,0.354,0.141,17.862,0.0,0.0,0,275
925,Expert,0.494,0.102,0.303,0.553,74.603,0.0,0.0,0,187
927,Expert,0.663,0.072,0.311,0.177,30.922,0.0,0.0,0,286
929,Expert,0.659,0.052,0.261,0.801,49.193,0.0,0.081,0,156
931,Expert,1.628,0.064,0.264,0.251,65.432,0.0,0.0,0,0
932,Expert,0.701,0.071,0.231,0.668,56.046,0.0,0.0,0,0
935,Expert,1.706,0.081,0.404,0.159,28.103,0.0,0.0,0,368
936,Expert,2.422,0.046,0.238,0.36,92.062,0.0,0.0,0,0
937,Expert,1.469,0.056,0.237,0.214,64.114,0.0,0.0,0,0
938,Expert,3.243,0.259,0.309,0.229,29.086,0.0,0.0,0,252
939,Expert,1.508,0.244,0.521,0.223,85.265,0.0,0.0,0,0
940,Expert,1.542,0.082,0.241,0.083,55.177,0.0,0.0,0,229
941,Expert,1.817,0.103,0.209,0.635,51.37,0.0,0.085,0,65
942,Expert,1.055,0.028,0.193,0.307,104.532,0.0,0.0,0,0
944,Expert,0.508,0.151,0.574,0.109,1.974,0.0,0.0,0,17
945,Expert,1.33,0.144,0.391,0.294,15.448,0.0,0.0,0,404
946,Expert,1.59,0.291,0.464,0.541,51.449,0.0,0.082,0,114
